ID: ,Cena: ,Powierzchnia: ,Cena za metr: ,Pokoje: ,Ulica: ,Dzielnica: ,Obszar administracyjny,Miasto,Województwo,Piętro: ,Winda: ,Czynsz: ,Tytuł: ,Link: 
66715149,339 000 zł,27m²,12 556 zł/m²,1,al. Pod Lipami, Winogrady, Stare Miasto, Poznań, wielkopolskie,parter,tak,326 zł,Funkcjonalna kawalerka na Winogradach,https://www.otodom.pl/pl/oferta/funkcjonalna-kawalerka-na-winogradach-ID4wWEN
66979729,245 000 zł,26m²,9 423 zł/m²,1,ul. Cedrowa, Dębiec, Wilda, Poznań, wielkopolskie,3 piętro,nie,430 zł,Kawalerka Dębiec 26m2,https://www.otodom.pl/hpr/pl/oferta/kawalerka-debiec-26m2-ID4x2ud
66460841,285 000 zł,21m²,13 571 zł/m²,1,ul. Nadolnik, Główna, Nowe Miasto, Poznań, wielkopolskie,4 piętro,nie,120 zł,Kawalerka przy parku,https://www.otodom.pl/pl/oferta/kawalerka-przy-parku-ID4uRw3
66460841,285 000 zł,21m²,13 571 zł/m²,1,ul. Nadolnik, Główna, Nowe Miasto, Poznań, wielkopolskie,parter,nie,120 zł,Kawalerka przy parku,https://www.otodom.pl/pl/oferta/kawalerka-przy-parku-ID4uRw3
67021892,340 000 zł,38.6m²,8 808 zł/m²,2,ul. Mostowa, Centrum, Stare Miasto, Poznań, wielkopolskie,5 piętro,nie,400 zł,TOP!!! Loftowe poddasze do wykończenia | Stare Miasto – CENTRUM,https://www.otodom.pl/pl/oferta/top-loftowe-poddasze-do-wykonczenia-stare-miasto-centrum-ID4xdsg
67015679,340 000 zł,23m²,14 783 zł/m²,1,os. Jagiellońskie, Rataje, Nowe Miasto, Poznań, wielkopolskie,parter,nie,415 zł,"Ładna Kawalerka, Os. Jagiellońskie, Rataje, niski blok !!!",https://www.otodom.pl/pl/oferta/ladna-kawalerka-os-jagiellonskie-rataje-niski-blok-ID4xbQ3
66713102,,25 - 75 m²,,,ul. Naramowicka, Naramowice, Stare Miasto, Poznań, wielkopolskie,,,,Naramowicka 172,https://www.otodom.pl/pl/oferta/naramowicka-172-ID4wW7M
66817670,330 300 zł,43.1m²,7 664 zł/m²,2,ul. Bukowska, Ławica, Grunwald, Poznań, wielkopolskie,4 piętro,nie,brak informacji,Syndyk sprzeda mieszkanie ul. Bukowska 122c Poznań,https://www.otodom.pl/pl/oferta/syndyk-sprzeda-mieszkanie-ul-bukowska-122c-poznan-ID4vmkm
60369463,,23 - 64 m²,,,ul. Nadolnik, Główna, Nowe Miasto, Poznań, wielkopolskie,,,,Nadolnik Compact Apartments,https://www.otodom.pl/pl/oferta/nadolnik-compact-apartments-ID45iR1
66927796,219 000 zł,20m²,10 950 zł/m²,1,ul. Rybaki, Centrum, Stare Miasto, Poznań, wielkopolskie,parter,nie,brak informacji,"Mieszkanie, 20 m², Poznań",https://www.otodom.pl/pl/oferta/mieszkanie-20-m-poznan-ID4vOYA
66927269,308 056 zł,42.24m²,7 293 zł/m²,2,ul. Nadolnik, Główna, Nowe Miasto, Poznań, wielkopolskie,4 piętro,tak,brak informacji,"Mieszkanie, 42,24 m², Poznań",https://www.otodom.pl/pl/oferta/mieszkanie-42-24-m-poznan-ID4vOQ5
66927265,258 376 zł,28.75m²,8 987 zł/m²,1,ul. Nadolnik, Główna, Nowe Miasto, Poznań, wielkopolskie,2 piętro,tak,brak informacji,"Mieszkanie, 28,75 m², Poznań",https://www.otodom.pl/pl/oferta/mieszkanie-28-75-m-poznan-ID4vOQ1
66927268,330 627 zł,34.95m²,9 460 zł/m²,2,ul. Nadolnik, Główna, Nowe Miasto, Poznań, wielkopolskie,2 piętro,tak,brak informacji,"Mieszkanie, 34,95 m², Poznań",https://www.otodom.pl/pl/oferta/mieszkanie-34-95-m-poznan-ID4vOQ4
66927263,210 170 zł,25.14m²,8 360 zł/m²,1,ul. Nadolnik, Główna, Nowe Miasto, Poznań, wielkopolskie,3 piętro,tak,brak informacji,"Mieszkanie, 25,14 m², Poznań",https://www.otodom.pl/pl/oferta/mieszkanie-25-14-m-poznan-ID4vOPZ
66730623,,13 - 38 m²,,,ul. Romana Szymańskiego, Centrum, Stare Miasto, Poznań, wielkopolskie,,,,Rezydencja San Petrus,https://www.otodom.pl/pl/oferta/rezydencja-san-petrus-ID4wZGn
66920497,210 000 zł,25m²,8 400 zł/m²,1,ul. Krótka, Główna, Nowe Miasto, Poznań, wielkopolskie,2 piętro,nie,0 zł,"Kawalerka do remontu z poddaszem, Rondo Śródka",https://www.otodom.pl/pl/oferta/kawalerka-do-remontu-z-poddaszem-rondo-srodka-ID4vN4R
66920494,279 000 zł,59.82m²,4 664 zł/m²,2,ul. Krótka, Główna, Nowe Miasto, Poznań, wielkopolskie,3 piętro,nie,0 zł,Dwupokojowe do remontu. Niedaleko Ronda Śródka.,https://www.otodom.pl/pl/oferta/dwupokojowe-do-remontu-niedaleko-ronda-srodka-ID4vN4O
66677846,319 000 zł,25.5m²,12 510 zł/m²,1,os. Wichrowe Wzgórze, Winogrady, Stare Miasto, Poznań, wielkopolskie,10+ piętro,nie,570 zł,Wyjątkowa kawalerka na zielonych Winogradach,https://www.otodom.pl/pl/oferta/wyjatkowa-kawalerka-na-zielonych-winogradach-ID4wLX8
66916624,120 000 zł,56.2m²,2 135 zł/m²,3,ul. Katowicka, Łacina, Nowe Miasto, Poznań, wielkopolskie,6 piętro,tak,brak informacji,Mieszkanie 3 pokojowe na 6 piętrze z windą i tarasem TBS,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-na-6-pietrze-z-winda-i-tarasem-tbs-ID4vM4o
66864890,249 000 zł,30.42m²,8 185 zł/m²,2,ul. Strzelecka, Centrum, Stare Miasto, Poznań, wielkopolskie,2 piętro,nie,481 zł,Mieszkanie z rzetelną lokatorką w super lokalizacji,https://www.otodom.pl/pl/oferta/mieszkanie-z-rzetelna-lokatorka-w-super-lokalizacji-ID4vyBY
66903130,329 000 zł,30.9m²,10 647 zł/m²,1,ul. Jawornicka, os. Mikołaja Kopernika, Grunwald, Poznań, wielkopolskie,8 piętro,nie,680 zł,Przestronna kawalerka Grunwald,https://www.otodom.pl/pl/oferta/przestronna-kawalerka-grunwald-ID4vIyK
66901159,299 500 zł,26m²,11 519 zł/m²,1,ul. Rybaki, Centrum, Stare Miasto, Poznań, wielkopolskie,parter,nie,brak informacji,"Mieszkanie, 26 m², Poznań",https://www.otodom.pl/pl/oferta/mieszkanie-26-m-poznan-ID4vI2X
66850221,280 000 zł,21m²,13 333 zł/m²,1,Plac Waryńskiego, Ogrody, Jeżyce, Poznań, wielkopolskie,4 piętro,nie,brak informacji,Atrakcyjnie zlokalizowana kawalerka na Ogrodach,https://www.otodom.pl/pl/oferta/atrakcyjnie-zlokalizowana-kawalerka-na-ogrodach-ID4vuNn
66898804,329 000 zł,26.5m²,12 415 zł/m²,1,os. Przyjaźni, Winogrady, Stare Miasto, Poznań, wielkopolskie,3 piętro,tak,brak informacji,Kawalerka na Winogradach na start lub inwestycyjna,https://www.otodom.pl/pl/oferta/kawalerka-na-winogradach-na-start-lub-inwestycyjna-ID4vHqY
66708550,50 000 zł,31.9m²,1 567 zł/m²,5,rynek Łazarski, Łazarz, Grunwald, Poznań, wielkopolskie,5 piętro,nie,brak informacji,Sprzedaż udziału 1/3 w spółdz. włas. pr. do lokalu,https://www.otodom.pl/pl/oferta/sprzedaz-udzialu-1-3-w-spoldz-wlas-pr-do-lokalu-ID4wTVm
66864905,330 000 zł,30.1m²,10 963 zł/m²,1,os. Rusa, Chartowo, Nowe Miasto, Poznań, wielkopolskie,9 piętro,nie,brak informacji,Duża jasna kawalerka Rataje Rusa do remontu,https://www.otodom.pl/pl/oferta/duza-jasna-kawalerka-rataje-rusa-do-remontu-ID4vyCd
66864650,265 000 zł,29.52m²,8 977 zł/m²,2,ul. Jana Żupańskiego, Wilda, Wilda, Poznań, wielkopolskie,4 piętro,tak,450 zł,Mieszkanie z potencjałem inwestycyjnym | Wilda,https://www.otodom.pl/pl/oferta/mieszkanie-z-potencjalem-inwestycyjnym-wilda-ID4vyy6
67021892,340 000 zł,38.6m²,8 808 zł/m²,2,ul. Mostowa, Centrum, Stare Miasto, Poznań, wielkopolskie,1 piętro,nie,400 zł,TOP!!! Loftowe poddasze do wykończenia | Stare Miasto – CENTRUM,https://www.otodom.pl/pl/oferta/top-loftowe-poddasze-do-wykonczenia-stare-miasto-centrum-ID4xdsg
67021892,340 000 zł,38.6m²,8 808 zł/m²,2,ul. Mostowa, Centrum, Stare Miasto, Poznań, wielkopolskie,5 piętro,nie,400 zł,TOP!!! Loftowe poddasze do wykończenia | Stare Miasto – CENTRUM,https://www.otodom.pl/pl/oferta/top-loftowe-poddasze-do-wykonczenia-stare-miasto-centrum-ID4xdsg
67015679,340 000 zł,23m²,14 783 zł/m²,1,os. Jagiellońskie, Rataje, Nowe Miasto, Poznań, wielkopolskie,parter,nie,415 zł,"Ładna Kawalerka, Os. Jagiellońskie, Rataje, niski blok !!!",https://www.otodom.pl/pl/oferta/ladna-kawalerka-os-jagiellonskie-rataje-niski-blok-ID4xbQ3
66994092,322 000 zł,28.16m²,11 435 zł/m²,1,ul. Śródka, Śródka, Nowe Miasto, Poznań, wielkopolskie,2 piętro,nie,390 zł,Kawalerka na poznańskiej Śródce,https://www.otodom.pl/pl/oferta/kawalerka-na-poznanskiej-srodce-ID4x6dS
66730623,,13 - 38 m²,,,ul. Romana Szymańskiego, Centrum, Stare Miasto, Poznań, wielkopolskie,,,,Rezydencja San Petrus,https://www.otodom.pl/pl/oferta/rezydencja-san-petrus-ID4wZGn
66862861,259 000 zł,21.22m²,12 205 zł/m²,2,ul. Stanisława Staszica, Jeżyce, Jeżyce, Poznań, wielkopolskie,1 piętro,nie,brak informacji,"Dwie kawalerki, idealne pod inwestycję",https://www.otodom.pl/pl/oferta/dwie-kawalerki-idealne-pod-inwestycje-ID4vy5f
66857548,269 000 zł,29.01m²,9 273 zł/m²,2,ul. Jana Żupańskiego, Wilda, Wilda, Poznań, wielkopolskie,3 piętro,nie,450 zł,Inwestycja na Wildzie! | 2 pokoje w Kamienicy,https://www.otodom.pl/pl/oferta/inwestycja-na-wildzie-2-pokoje-w-kamienicy-ID4vvHy
66857336,327 690 zł,36.41m²,9 000 zł/m²,2,ul. Jana Żupańskiego, Wilda, Wilda, Poznań, wielkopolskie,4 piętro,nie,450 zł,Mieszkanie inwestycyjne na Wildzie | Kamienica,https://www.otodom.pl/pl/oferta/mieszkanie-inwestycyjne-na-wildzie-kamienica-ID4vvE8
66854770,268 500 zł,28.25m²,9 504 zł/m²,2,ul. Jana Żupańskiego, Wilda, Wilda, Poznań, wielkopolskie,4 piętro,nie,brak informacji,Mieszkanie dla inwestora | Kamienica | Wilda,https://www.otodom.pl/pl/oferta/mieszkanie-dla-inwestora-kamienica-wilda-ID4vwYK
60369463,,23 - 64 m²,,,ul. Nadolnik, Główna, Nowe Miasto, Poznań, wielkopolskie,,,,Nadolnik Compact Apartments,https://www.otodom.pl/pl/oferta/nadolnik-compact-apartments-ID45iR1
65917714,239 000 zł,17.9m²,13 352 zł/m²,1,ul. Gruszkowa, Dębiec, Wilda, Poznań, wielkopolskie,2 piętro,nie,100 zł,Kawalerka ul. Gruszkowa w Poznaniu,https://www.otodom.pl/pl/oferta/kawalerka-ul-gruszkowa-w-poznaniu-ID4sAcV
66815250,259 000 zł,21.22m²,12 205 zł/m²,2,ul. Stanisława Staszica, Jeżyce, Jeżyce, Poznań, wielkopolskie,1 piętro,nie,brak informacji,"2 kawalerki z łazienkami, centrum Jeżyc Staszica",https://www.otodom.pl/pl/oferta/2-kawalerki-z-lazienkami-centrum-jezyc-staszica-ID4vlHk
66814874,53 000 zł,22m²,2 409 zł/m²,1,ul. Grudzieniec, Sołacz, Jeżyce, Poznań, wielkopolskie,parter,nie,0,Garaż 22 m2 ul. Grudziniec/Jeżyce.,https://www.otodom.pl/pl/oferta/garaz-22-m2-ul-grudziniec-jezyce-ID4vlBg
66813978,349 000 zł,46.4m²,7 522 zł/m²,2,ul. Rolna, Wilda, Wilda, Poznań, wielkopolskie,suterena,nie,brak informacji,"2 niezależne lokale 46 mkw, po remoncie, kuchnia, ul. Rolna, parking",https://www.otodom.pl/pl/oferta/2-niezalezne-lokale-46-mkw-po-remoncie-kuchnia-ul-rolna-parking-ID4vlmO
66813476,345 000 zł,27m²,12 778 zł/m²,1,os. Pod Lipami, Winogrady, Stare Miasto, Poznań, wielkopolskie,3 piętro,tak,430 zł,"kawalerka Winogrady, os Pod Lipami gotowa",https://www.otodom.pl/pl/oferta/kawalerka-winogrady-os-pod-lipami-gotowa-ID4vleI
66810064,326 000 zł,29.74m²,10 962 zł/m²,1,ul. Antoniego Kosińskiego, Wilda, Wilda, Poznań, wielkopolskie,parter,nie,385 zł,"ładna kawalerka, doskonała lokalizcja",https://www.otodom.pl/pl/oferta/ladna-kawalerka-doskonala-lokalizcja-ID4vklG
66755867,259 000 zł,43.9m²,5 900 zł/m²,2,ks. P. Wawrzyniaka, Jeżyce, Jeżyce, Poznań, wielkopolskie,parter,nie,brak informacji,Okazja⭐Stan Deweloperski⭐Jeżyce Po Rewitalizacji,https://www.otodom.pl/pl/oferta/okazjastan-deweloperskijezyce-po-rewitalizacji-ID4v6fx
66800410,260 000 zł,19.4m²,13 402 zł/m²,1,ul. Solna, Centrum, Stare Miasto, Poznań, wielkopolskie,parter,nie,0,Kawalerka do remontu na Solnej,https://www.otodom.pl/pl/oferta/kawalerka-do-remontu-na-solnej-ID4vhPY
66713102,,25 - 75 m²,,,ul. Naramowicka, Naramowice, Stare Miasto, Poznań, wielkopolskie,,,,Naramowicka 172,https://www.otodom.pl/pl/oferta/naramowicka-172-ID4wW7M
66744317,319 000 zł,30.75m²,10 374 zł/m²,1,ul. Sypniewo, Sypniewo, Nowe Miasto, Poznań, wielkopolskie,2 piętro,nie,0,Mieszkanie plus miejsce parkingowe Sypniewo,https://www.otodom.pl/pl/oferta/mieszkanie-plus-miejsce-parkingowe-sypniewo-ID4v3ff
66755235,349 900 zł,31.6m²,11 073 zł/m²,1,ul. Górczyńska, Górczyn, Grunwald, Poznań, wielkopolskie,2 piętro,nie,360 zł,Górczyn - idealna kawalerka dla singla/pary,https://www.otodom.pl/pl/oferta/gorczyn-idealna-kawalerka-dla-singla-pary-ID4v65l
66754540,350 000 zł,27m²,12 963 zł/m²,1,ul. Żurawia, Jeżyce, Jeżyce, Poznań, wielkopolskie,1 piętro,nie,459 zł,"Kawalerka w sercu Poznania - ul. Żurawia 19/21, Poznań",https://www.otodom.pl/pl/oferta/kawalerka-w-sercu-poznania-ul-zurawia-19-21-poznan-ID4v5U8
66460841,285 000 zł,21m²,13 571 zł/m²,1,ul. Nadolnik, Główna, Nowe Miasto, Poznań, wielkopolskie,parter,nie,120 zł,Kawalerka przy parku,https://www.otodom.pl/pl/oferta/kawalerka-przy-parku-ID4uRw3
66460841,285 000 zł,21m²,13 571 zł/m²,1,ul. Nadolnik, Główna, Nowe Miasto, Poznań, wielkopolskie,parter,nie,120 zł,Kawalerka przy parku,https://www.otodom.pl/pl/oferta/kawalerka-przy-parku-ID4uRw3
67021892,340 000 zł,38.6m²,8 808 zł/m²,2,ul. Mostowa, Centrum, Stare Miasto, Poznań, wielkopolskie,5 piętro,nie,400 zł,TOP!!! Loftowe poddasze do wykończenia | Stare Miasto – CENTRUM,https://www.otodom.pl/pl/oferta/top-loftowe-poddasze-do-wykonczenia-stare-miasto-centrum-ID4xdsg
67015679,340 000 zł,23m²,14 783 zł/m²,1,os. Jagiellońskie, Rataje, Nowe Miasto, Poznań, wielkopolskie,parter,nie,415 zł,"Ładna Kawalerka, Os. Jagiellońskie, Rataje, niski blok !!!",https://www.otodom.pl/pl/oferta/ladna-kawalerka-os-jagiellonskie-rataje-niski-blok-ID4xbQ3
66730623,,13 - 38 m²,,,ul. Romana Szymańskiego, Centrum, Stare Miasto, Poznań, wielkopolskie,,,,Rezydencja San Petrus,https://www.otodom.pl/pl/oferta/rezydencja-san-petrus-ID4wZGn
66740657,290 000 zł,26m²,11 154 zł/m²,1,ul. Kolejowa, Wilda, Wilda, Poznań, wielkopolskie,1 piętro,nie,brak informacji,Kamienica na Łazarzu – mieszkanie 26 m² w super lokalizacji,https://www.otodom.pl/pl/oferta/kamienica-na-lazarzu-mieszkanie-26-m-w-super-lokalizacji-ID4v2id
66713102,,25 - 75 m²,,,ul. Naramowicka, Naramowice, Stare Miasto, Poznań, wielkopolskie,,,,Naramowicka 172,https://www.otodom.pl/pl/oferta/naramowicka-172-ID4wW7M
66716546,235 000 zł,30m²,7 833 zł/m²,1,ul. Kanałowa, Łazarz, Grunwald, Poznań, wielkopolskie,parter,nie,brak informacji,"Mieszkanie, 30 m², Poznań",https://www.otodom.pl/pl/oferta/mieszkanie-30-m-poznan-ID4wV1k
66460841,285 000 zł,21m²,13 571 zł/m²,1,ul. Nadolnik, Główna, Nowe Miasto, Poznań, wielkopolskie,5 piętro,nie,120 zł,Kawalerka przy parku,https://www.otodom.pl/pl/oferta/kawalerka-przy-parku-ID4uRw3
66460841,285 000 zł,21m²,13 571 zł/m²,1,ul. Nadolnik, Główna, Nowe Miasto, Poznań, wielkopolskie,parter,nie,120 zł,Kawalerka przy parku,https://www.otodom.pl/pl/oferta/kawalerka-przy-parku-ID4uRw3
67021892,340 000 zł,38.6m²,8 808 zł/m²,2,ul. Mostowa, Centrum, Stare Miasto, Poznań, wielkopolskie,5 piętro,nie,400 zł,TOP!!! Loftowe poddasze do wykończenia | Stare Miasto – CENTRUM,https://www.otodom.pl/pl/oferta/top-loftowe-poddasze-do-wykonczenia-stare-miasto-centrum-ID4xdsg
67015679,340 000 zł,23m²,14 783 zł/m²,1,os. Jagiellońskie, Rataje, Nowe Miasto, Poznań, wielkopolskie,parter,nie,415 zł,"Ładna Kawalerka, Os. Jagiellońskie, Rataje, niski blok !!!",https://www.otodom.pl/pl/oferta/ladna-kawalerka-os-jagiellonskie-rataje-niski-blok-ID4xbQ3
66713102,,25 - 75 m²,,,ul. Naramowicka, Naramowice, Stare Miasto, Poznań, wielkopolskie,,,,Naramowicka 172,https://www.otodom.pl/pl/oferta/naramowicka-172-ID4wW7M
66589530,337 773 zł,26.85m²,12 580 zł/m²,1,ul. Naramowicka 100, Winogrady, Stare Miasto, Poznań, wielkopolskie,3 piętro,tak,brak informacji,Komfortowe mieszkanie w Poznaniu,https://www.otodom.pl/pl/oferta/komfortowe-mieszkanie-w-poznaniu-ID4woYG
66589681,329 785 zł,26.85m²,12 282 zł/m²,1,ul. Naramowicka, Winogrady, Stare Miasto, Poznań, wielkopolskie,1 piętro,tak,brak informacji,Nowoczesne mieszkanie - atrakcyjna lokalizacja,https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-atrakcyjna-lokalizacja-ID4wp17
60369463,,23 - 64 m²,,,ul. Nadolnik, Główna, Nowe Miasto, Poznań, wielkopolskie,,,,Nadolnik Compact Apartments,https://www.otodom.pl/pl/oferta/nadolnik-compact-apartments-ID45iR1
65925128,319 000 zł,46.94m²,6 796 zł/m²,1,ul. Piotra Wawrzyniaka, Jeżyce, Jeżyce, Poznań, wielkopolskie,3 piętro,nie,320 zł,Okazja inwestycyjna - poddasze w sercu Jeżyc,https://www.otodom.pl/pl/oferta/okazja-inwestycyjna-poddasze-w-sercu-jezyc-ID4sC8v
66618676,335 000 zł,35.66m²,9 394 zł/m²,1,ul. Żurawia, Jeżyce, Jeżyce, Poznań, wielkopolskie,3 piętro,nie,615 zł,Kawalerka 35 m² | Jeżyce | do remontu |,https://www.otodom.pl/pl/oferta/kawalerka-35-m-jezyce-do-remontu-ID4wvyM
66295311,,28 - 79 m²,,,ul. Koszalińska, Strzeszyn, Jeżyce, Poznań, wielkopolskie,,,,Osiedle Naturama II,https://www.otodom.pl/pl/oferta/osiedle-naturama-ii-ID4uard
66572724,60 900 zł,37m²,1 646 zł/m²,1,ul. Folwarczna, Franowo, Nowe Miasto, Poznań, wielkopolskie,2 piętro,nie,brak informacji,"Mieszkanie, 37 m², Poznań",https://www.otodom.pl/pl/oferta/mieszkanie-37-m-poznan-ID4wkBC
66501448,355 000 zł,26.6m²,13 346 zł/m²,1,ul. Floriana Stablewskiego, Łazarz, Grunwald, Poznań, wielkopolskie,4 piętro,nie,350 zł,Słoneczna kawalerka z antresola tuż przy Arenie,https://www.otodom.pl/pl/oferta/sloneczna-kawalerka-z-antresola-tuz-przy-arenie-ID4w240
66497909,339 000 zł,29.14m²,11 633 zł/m²,2,ul. Za Groblą, Centrum, Stare Miasto, Poznań, wielkopolskie,3 piętro,nie,300 zł,2- pokojowe mieszkanie| do remontu,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-do-remontu-ID4w18W
66497908,288 000 zł,25.17m²,11 442 zł/m²,1,ul. Za Groblą, Centrum, Stare Miasto, Poznań, wielkopolskie,5 piętro,nie,300 zł,Kawalerka do remontu| Centrum Poznania,https://www.otodom.pl/pl/oferta/kawalerka-do-remontu-centrum-poznania-ID4w18U
66460841,285 000 zł,21m²,13 571 zł/m²,1,ul. Nadolnik, Główna, Nowe Miasto, Poznań, wielkopolskie,parter,nie,120 zł,Kawalerka przy parku,https://www.otodom.pl/pl/oferta/kawalerka-przy-parku-ID4uRw3
66460841,285 000 zł,21m²,13 571 zł/m²,1,ul. Nadolnik, Główna, Nowe Miasto, Poznań, wielkopolskie,parter,nie,120 zł,Kawalerka przy parku,https://www.otodom.pl/pl/oferta/kawalerka-przy-parku-ID4uRw3
67021892,340 000 zł,38.6m²,8 808 zł/m²,2,ul. Mostowa, Centrum, Stare Miasto, Poznań, wielkopolskie,5 piętro,nie,400 zł,TOP!!! Loftowe poddasze do wykończenia | Stare Miasto – CENTRUM,https://www.otodom.pl/pl/oferta/top-loftowe-poddasze-do-wykonczenia-stare-miasto-centrum-ID4xdsg
67015679,340 000 zł,23m²,14 783 zł/m²,1,os. Jagiellońskie, Rataje, Nowe Miasto, Poznań, wielkopolskie,parter,nie,415 zł,"Ładna Kawalerka, Os. Jagiellońskie, Rataje, niski blok !!!",https://www.otodom.pl/pl/oferta/ladna-kawalerka-os-jagiellonskie-rataje-niski-blok-ID4xbQ3
66496725,354 646 zł,25.33m²,14 001 zł/m²,1,ul. Naramowicka, Winogrady, Stare Miasto, Poznań, wielkopolskie,parter,nie,brak informacji,Kawalerka z ogródkiem | 0% prowizji | Winogrady,https://www.otodom.pl/pl/oferta/kawalerka-z-ogrodkiem-0-prowizji-winogrady-ID4w0PP
66069006,320 000 zł,55.19m²,5 798 zł/m²,2,ul. Piekary, Centrum, Stare Miasto, Poznań, wielkopolskie,4 piętro,nie,200 zł,Mieszkanie do remontu | udział w kamienicy,https://www.otodom.pl/pl/oferta/mieszkanie-do-remontu-udzial-w-kamienicy-ID4tdz8
66445424,193 000 zł,53m²,3 642 zł/m²,2,ul. Macieja Palacza, Łazarz, Grunwald, Poznań, wielkopolskie,1 piętro,nie,brak informacji,"Mieszkanie, 53 m², Poznań",https://www.otodom.pl/pl/oferta/mieszkanie-53-m-poznan-ID4uNuo
66387244,310 000 zł,48.42m²,6 402 zł/m²,2,ul. Marcelego Mottego, Łazarz, Grunwald, Poznań, wielkopolskie,parter,nie,1 152 zł,"Na parterze, ul. Marcelego Mottego, 2 pokoje",https://www.otodom.pl/pl/oferta/na-parterze-ul-marcelego-mottego-2-pokoje-ID4uym0
66257617,249 000 zł,20m²,12 450 zł/m²,1,ul. Świerkowa, Dębiec, Wilda, Poznań, wielkopolskie,,nie,300 zł,Idealny lokal pod wynajem ---> PO REMONCIE,https://www.otodom.pl/pl/oferta/idealny-lokal-pod-wynajem-po-remoncie-ID4u0Df
66254442,335 000 zł,35.03m²,9 563 zł/m²,2,ul. Za Groblą, Centrum, Stare Miasto, Poznań, wielkopolskie,5 piętro,nie,350 zł,Kawalerka w samym Centrum! Rewitalizacja kamienicy,https://www.otodom.pl/pl/oferta/kawalerka-w-samym-centrum-rewitalizacja-kamienicy-ID4tZO2
65067728,299 900 zł,28m²,10 711 zł/m²,1,ul. Długa, Centrum, Stare Miasto, Poznań, wielkopolskie,5 piętro,nie,220 zł,Centrum - kawalerka w kamienicy,https://www.otodom.pl/pl/oferta/centrum-kawalerka-w-kamienicy-ID4p15u
66496725,354 646 zł,25.33m²,14 001 zł/m²,1,ul. Naramowicka, Winogrady, Stare Miasto, Poznań, wielkopolskie,parter,nie,brak informacji,Kawalerka z ogródkiem | 0% prowizji | Winogrady,https://www.otodom.pl/hpr/pl/oferta/kawalerka-z-ogrodkiem-0-prowizji-winogrady-ID4w0PP
